,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,place_rank,category,type,importance,icon
13,199074842,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,387380021,"['3.5871256', '3.5875491', '98.674011', '98.6744021']",3.5873374,98.67420657480304,"Bank Mandiri, Jalan Imam Bonjol, Little India, Petisah, Medan Petisah, Kota Medan, Sumatera Utara, 20111, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
14,98079558,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9776396506,"['3.5864629', '3.5865629', '98.6672147', '98.6673147']",3.5865129,98.6672647,"Bank Mandiri, Jalan S. Parman, Petisah Tengah, Petisah, Medan Petisah, Kota Medan, Sumatera Utara, 20112, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
15,137404957,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,124894148,"['-0.9574397', '-0.9571011', '100.3563445', '100.3566345']",-0.95727125,100.35648994390378,"Bank Mandiri, Jalan Gereja, Belakang Tangsi, Padang, Sumatera Barat, 25119, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
16,300663591,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1069452298,"['0.911542', '0.9119345', '108.9888472', '108.9892793']",0.9117382,108.98906325913244,"Bank Mandiri, Jalan Merpati, Singkawang Barat, Singkawang, Kalimantan Barat, 79113, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
17,98688779,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9816090506,"['0.909185', '0.909285', '108.9905906', '108.9906906']",0.909235,108.9906406,"Bank Mandiri, Jalan G.M. Situt, Singkawang Tengah, Singkawang, Kalimantan Barat, 79113, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
18,93358113,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9023161121,"['-3.4425228', '-3.4424228', '114.8223904', '114.8224904']",-3.4424728,114.8224404,"Bank Mandiri, Jalan Citra Megah Raya I, Loktabat Selatan, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
19,92686650,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9054709401,"['-3.4425108', '-3.4424108', '114.8225071', '114.8226071']",-3.4424608,114.8225571,"Bank Mandiri, Jalan Citra Megah Raya I, Loktabat Selatan, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
20,66887713,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6249961693,"['-6.1938801', '-6.1937801', '106.8507316', '106.8508316']",-6.1938301,106.8507816,"Bank Mandiri, Gang Jubleg, RW 05, Paseban, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10440, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
21,215591239,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,482198467,"['-6.2181425', '-6.218065', '106.8676918', '106.8678157']",-6.21810375,106.86775374999999,"Bank Mandiri, Jalan Jatinegara Timur, RW 04, Bali Mester, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13310, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
22,48922649,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4334877889,"['3.5858623', '3.5859623', '98.7053949', '98.7054949']",3.5859123,98.7054449,"Bank Mandiri, Jalan Arif Rahman Hakim, Sukaramai, Medan Area, Kota Medan, Sumatera Utara, 20143, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
23,194552123,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,367298379,"['-0.0264897', '-0.0262505', '109.3419955', '109.3422447']",-0.02637005,109.34212009485174,"Bank Mandiri, Jalan Sisingamangaraja, Darat Sekip, Pontianak Kota, Pontianak, Kalimantan Barat, 78117, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
24,145092391,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,158029121,"['-8.1692036', '-8.1687895', '113.7031368', '113.7036253']",-8.1690081,113.70338274160672,"Bank Mandiri, Jalan Shortcut Citarum, Tegal Gede, Jember, Jawa Timur, Jawa, 68118, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
25,354389423,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1153391908,"['-7.3262563', '-7.3261456', '108.3421445', '108.3422092']",-7.326201,108.34217672640756,"Bank Mandiri, Jalan Jenderal Sudirman, RT 01, RW 03, Kota Kulon, Ciamis, Jawa Barat, Jawa, 46211, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
26,354389424,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1153391909,"['-7.3262555', '-7.3261446', '108.342207', '108.3422681']",-7.326200050000001,108.3422373022748,"Bank Mandiri, Jalan Jenderal Sudirman, RT 01, RW 03, Kota Kulon, Ciamis, Jawa Barat, Jawa, 46211, Indonesia",30,building,public,0.20000999999999997,
27,64151094,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,5933664924,"['5.5516062', '5.5517062', '95.3550675', '95.3551675']",5.5516562,95.3551175,"BANK MANDIRI, Jalan Lamreung, Doi, Krueng Barona Jaya, Aceh Besar, Aceh, Sumatera, 23111, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
28,98187485,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9769655952,"['-7.9469008', '-7.9468008', '112.6088268', '112.6089268']",-7.9468508,112.6088768,"Bank Mandiri, Jalan Gajayana, Kota Malang, Jawa Timur, 16145, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
29,93426442,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9074053871,"['-3.4389334', '-3.4388334', '114.8263124', '114.8264124']",-3.4388834,114.8263624,"Bank Mandiri, Jalan Panglima Batur Barat, Komet, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
30,60113134,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,5606634191,"['-6.1659627', '-6.1658627', '106.8198839', '106.8199839']",-6.1659127,106.8199339,"Bank Mandiri, Jalan Gajah Mada, RW 08, Petojo Utara, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
31,220748024,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,521481771,"['-6.1742609', '-6.1741997', '106.7833025', '106.783466']",-6.1742303,106.78338425000001,"Bank Mandiri, Jalan Tanjung Duren Raya, RW 04, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 11470, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
32,16274926,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,1820300639,"['-7.7831543', '-7.7830543', '110.3682396', '110.3683396']",-7.7831043,110.3682896,"Bank Mandiri, Jalan Jenderal Sudirman, Cokrodiningratan, Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55233, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
33,351403926,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,123771375,"['-0.9476987', '-0.9473591', '100.3631076', '100.3633526']",-0.947578,100.36320484937802,"Bank Mandiri, Jalan Jenderal Sudirman, Olo, Padang, Sumatera Barat, 25112, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
34,176893630,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,282750760,"['-5.1682165', '-5.1680126', '119.4331555', '119.4333221']",-5.16812185,119.43323387041156,"BANK MANDIRI, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, 90132, Indonesia",30,building,yes,0.20000999999999997,
35,35873764,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,2985805925,"['-8.170137', '-8.170037', '113.6981516', '113.6982516']",-8.170087,113.6982016,"Bank Mandiri, Jalan Sultan Agung, Jember Lor, Jember, Jawa Timur, 68131, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
36,43879319,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3692707154,"['-8.1735335', '-8.1734335', '113.6977401', '113.6978401']",-8.1734835,113.6977901,"Bank Mandiri, Jalan Diponegoro, Jember Lor, Jember, Jawa Timur, Jawa, 68131, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
37,93426442,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9074053871,"['-3.4389334', '-3.4388334', '114.8263124', '114.8264124']",-3.4388834,114.8263624,"Bank Mandiri, Jalan Panglima Batur Barat, Komet, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
38,93123749,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9023161117,"['-3.4435375', '-3.4434375', '114.8262219', '114.8263219']",-3.4434875,114.8262719,"Bank Mandiri, Simpang Pangeran Suryanata, Komet, Banjarbaru, Kalimantan Selatan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
39,93325336,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9054709403,"['-3.4425094', '-3.4424094', '114.8224781', '114.8225781']",-3.4424594,114.8225281,"Bank Mandiri, Jalan Citra Megah Raya I, Loktabat Selatan, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
40,55085288,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4910293111,"['-6.197757', '-6.197657', '106.7472554', '106.7473554']",-6.197707,106.7473054,"Bank Mandiri, Jalan Taman Jeruk Utama, RW 10, Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 11620, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
41,144259434,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,155112249,"['-6.1933163', '-6.1929701', '106.8383433', '106.8387741']",-6.19314195,106.83854953398875,"Bank Mandiri, Jalan Cikini IV, RW 05, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10330, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
42,221262958,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,523580869,"['-6.1390624', '-6.1389373', '106.8656988', '106.8658203']",-6.138999849999999,106.86575955,"Bank Mandiri, Jalan Paradise 12, RW 12, Sunter Agung, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14350, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
43,44412302,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3758829190,"['-7.2719119', '-7.2718119', '112.7418514', '112.7419514']",-7.2718619,112.7419014,"Bank Mandiri, Jalan Jenderal Basuki Rachmat, RW 07, Embong Kaliasin, Genteng, Surabaya, Jawa Timur, Jawa, 60271, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
44,177914945,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,288727130,"['3.584758', '3.5851141', '98.6804849', '98.6808765']",3.584936,98.68068070377787,"Bank Mandiri, Jalan Letdjen Mas Tirtodarmo Haryono, Pasar Baru, Medan Kota, Kota Medan, Sumatera Utara, 20212, Indonesia",30,tourism,attraction,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/poi_point_of_interest.p.20.png
45,267258444,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,817873814,"['3.5887038', '3.589071', '98.6776933', '98.6780918']",3.58889515,98.67789255161921,"Bank Mandiri, Jalan Ahmad Yani VII, Kesawan, Medan Barat, Kota Medan, Sumatera Utara, Sumatera, 20111, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
46,347779266,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,10303361094,"['-3.6869726', '-3.6868726', '128.1844596', '128.1845596']",-3.6869226,128.1845096,"Bank Mandiri, Pandan Kasturi, Rijali, Ambon, Maluku, 97123, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
47,93325336,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9054709403,"['-3.4425094', '-3.4424094', '114.8224781', '114.8225781']",-3.4424594,114.8225281,"Bank Mandiri, Jalan Citra Megah Raya I, Loktabat Selatan, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
48,93004094,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9023161119,"['-3.4426897', '-3.4425897', '114.8256892', '114.8257892']",-3.4426397,114.8257392,"Bank Mandiri, Jalan Jenderal Achmad Yani, Komet, Banjarbaru, Kalimantan Selatan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
49,204805178,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,423844195,"['-8.6873921', '-8.6871909', '115.1924616', '115.1926598']",-8.6872915,115.19256071103796,"Bank Mandiri, Jalan Imam Bonjol, Pemecutan Kelod, Denpasar Barat, Bali, 80119, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
50,216932908,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,491265366,"['-6.1729923', '-6.1728956', '106.8427753', '106.8428755']",-6.17294395,106.84282540000001,"Bank Mandiri, Jalan Senen Dalam Gang I, RW 04, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10410, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
51,135994966,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,119439013,"['-6.8854197', '-6.8851704', '107.6122557', '107.6124501']",-6.8853176000000005,107.61235289999999,"Bank Mandiri, Jalan Siliwangi, Lebak Siliwangi, Coblong, Bandung, Jawa Barat, 40132, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
52,47396048,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4143027791,"['-6.9419597', '-6.9418597', '107.6592155', '107.6593155']",-6.9419097,107.6592655,"BANK MANDIRI, Jalan Soekarno-Hatta, Sekejati, Buahbatu, Bandung, Jawa Barat, Jawa, 40286, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
53,177914926,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,288727130,"['3.584758', '3.5851141', '98.6804849', '98.6808765']",3.584936,98.68068070377787,"Bank Mandiri, Jalan Letdjen Mas Tirtodarmo Haryono, Pasar Baru, Medan Kota, Kota Medan, Sumatera Utara, 20212, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
54,64752167,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6009303749,"['-7.9829875', '-7.9828875', '112.6296633', '112.6297633']",-7.9829375,112.6297133,"Bank Mandiri, Jalan Kauman, 06, Kel Kauman, Kec Klojen, Kota Malang, Kidul Dalem, Kota Malang, Jawa Timur, 65139, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
55,97538551,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9768766922,"['-7.9816141', '-7.9815141', '112.6309545', '112.6310545']",-7.9815641,112.6310045,"Bank Mandiri, Jalan Merdeka Utara, Kidul Dalem, Kota Malang, Jawa Timur, Jawa, 65139, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
56,272044254,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,844309404,"['-5.2089468', '-5.2087532', '119.4537814', '119.4539289']",-5.2088493499999995,119.4538552743006,"Bank Mandiri KCP Gowa, Jalan K.H. Wahid Hasyim, Sungguminasa, Somba Opu, Gowa, Tompobalang, Sulawesi Selatan, Sulawesi, 92111, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
57,43884930,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3703707636,"['-8.1795954', '-8.1794954', '113.6777652', '113.6778652']",-8.1795454,113.6778152,"Bank Mandiri, Jalan Nusantara, Kepatihan, Jember, Jawa Timur, 68133, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
58,279536712,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,905696187,"['1.2766578', '1.2769707', '101.1828556', '101.1831445']",1.2767937,101.18293188572423,"Bank Mandiri, Jalan Hang Tuah, Duri, Kecamatan Mandau, Kabupaten Bengkalis, Riau, 28784, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
59,92973766,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9054709402,"['-3.442512', '-3.442412', '114.822539', '114.822639']",-3.442462,114.822589,"Bank Mandiri, Jalan Citra Megah Raya I, Loktabat Selatan, Banjarbaru, Kalimantan Selatan, Kalimantan, 70712, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
60,54752689,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4887139361,"['-6.1972576', '-6.1971576', '106.798345', '106.798445']",-6.1972076,106.798395,"Bank Mandiri, Jalan Letnan Jenderal S. Parman, RW 04, Slipi, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 10260, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
61,67012236,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6250000386,"['-6.1889919', '-6.1888919', '106.8467666', '106.8468666']",-6.1889419,106.8468166,"Bank Mandiri, Jalan Kramat Raya, RW 07, Kramat, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10420, Indonesia",30,amenity,atm,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_atm2.p.20.png
62,98189364,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9797944428,"['-2.9770086', '-2.9769086', '104.751928', '104.752028']",-2.9769586,104.751978,"Bank Mandiri, Jalan Kapten A. Rivai, Ilir Timur I, Palembang, Sumatera Selatan, Sumatera, 30113, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
63,49482357,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4403657817,"['3.5959851', '3.5960851', '98.6760813', '98.6761813']",3.5960351,98.6761313,"Bank Mandiri, 10, Jalan Putri Hijau, Kesawan, Medan Barat, Kota Medan, Sumatera Utara, 20111, Indonesia",30,amenity,bank,0.20000999999999997,https://nominatim.openstreetmap.org/ui/mapicons/money_bank2.p.20.png
